StoryID,Title,Summary,Hits,AuthorID,CreatedDate,Country_USA,Country_CAN,Country_GBR,Tag_None,Tag_National,Tag_Office,Tag_Industrial,Tag_Retail,Tag_People,Tag_Investment,Tag_Analytics,Tag_Development,Tag_Finance,Tag_Events,Tag_Multifamily,Tag_Hospitality,Tag_Company,Tag_Healthcare,Tag_Legal,Tag_Land,Tag_Lease,Tag_Sale,Tag_MixedUse,Tag_SpecialPurpose,Tag_PublicSector,Tag_CompaniesPeople,Tag_CoStarGreenReport
190886,Hines Eyes Amazon for Downtown Miami Office Tower,47-Story Building at Miami Worldcenter Due to Open in 2021,261,284,2018-05-10 15:44:00,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191103,"Why Arlington, Texas Wasn't Able to Compete in an Amazon HQ2 World","The Home of the Texas Rangers, Dallas Cowboys Won't be the Last DFW City to Drop From the HQ2 Hunt",1608,61,2018-05-16 18:31:00,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192315,Amazon 'Really Likes' Two Chicago Sites: Mayor Emanuel,"Of the 10 Chicago Sites Offered, Amazon Toured Five Earlier This Year",1012,198,2018-06-19 11:45:00,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192960,"South Florida to Amazon: Come for the Lifestyle and Location, Not the 'Corporate Welfare'",Officials Say They Don't Lead With Incentives When Recruiting Companies to the State,697,284,2018-07-09 05:15:00,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
193066,Minto Stake in New REIT Down to 56.8%,"Underwriters Take Advantage of Overallotment Option, but Move Will Add Another $30 Million to IPO",26,145,2018-07-10 11:31:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
193173,Political Tensions Facing Amazon HQ2 Finalists Emerge in New Jersey,"Stung by Critics, Newark City Council Defends $2 Billion Share of $7 Billion in Overall Amazon HQ2 Incentives",1386,226,2018-07-12 11:06:00,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
193709,BB&T Tower Trades in One of the Largest Office Deals in Jacksonville This Year at $24.5 Million,Florida Developer Snags 18-Story Office Building From LNR Partners,334,76,2018-07-27 15:30:00,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
193811,Connecticut Apartment Sale Shows The Growing Use of Real Estate Crowdfunding,200-Unit West Hartford Property Poised to Benefit From Added Capital,496,240,2018-07-30 16:00:00,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
193875,Industrial Property Management Expert Corso Joins Cushman & Wakefield,10-Year Industry Veteran Named Managing Director Overseeing Industrial Asset Services Teams for Mid-Atlantic,95,314,2018-07-30 09:32:00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
193935,Mortgage REITs Post Record Loan Origination Activity,Non-Bank Lenders Cut into Bank Commercial Real Estate Lending,506,240,2018-08-02 06:24:00,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
194000,RMR Group Targets $1 Billion in Assets for New Office Fund,"RMR Initially Commits $100 Million, Family Member Trust Contributes $206 Million of Properties",723,240,2018-08-03 07:05:00,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194001,L.A. Arts District Picks Up Steam with New Online Coupon Company Lease,"Honey Science Signs Deal for 130,000 SF in Hudson Pacific's Former Coca-Cola Plant",540,190,2018-08-03 11:45:00,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
194004,AccorHotels to Acquire 85% Stake in 21c Museum Hotels,21c Museum Hotels to Become Part of AccorHotels Luxury Brands,267,240,2018-08-03 06:40:00,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
194013,Updated: City Office Buys 14-Bldg. Creative Office Complex The Quad for $51 Million,"EverWest, WHI Real Estate Partners Sell Former Scottsdale Executive Suites Complex Following $23 Million Repositioning",356,331,2018-08-03 16:05:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
194021,"Fox Television Completes Deal to Move Studios, Offices to Downtown Bethesda","Local TV Affiliate Agrees to 16-Year Lease for 59,172 SF at Carr Properties' Mixed-use Project; Lease to Commence in June 2021",354,304,2018-08-02 17:23:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
194030,Capital Valley Investments Secures Financing for Two Multifamily Properties in California,Berkadia Arranges $117.5M Refinance Loans Through Freddie Mac,40,274,2018-07-31 12:17:00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
194043,"Job Growth Continues the Longest Streak of Employment Gains Recorded, Weekly Earnings Climb","CoStar Market Insights: US Employers Added 157,000 Net New Jobs in July, the Nation’s 94th Month of Uninterrupted Jobs Gains",84,65,2018-08-03 15:30:00,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194045,Four Corners Property Joins Seritage Growth Among Companies Making Real Estate Moves to Diversify From Former Corporate Parents,Former Darden Restaurants Unit Buys 48 Chili's Restaurants,219,240,2018-08-03 15:45:00,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
194046,60-Story Miami Worldcenter Condo Tower Caps Change to City Skyline,"With Average Prices Topping $1M, Residential Development Set to Open Next Year",656,284,2018-08-03 16:00:00,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
194072,Atlanta Developer Synonymous With Midtown Heads to Burgeoning West End,"After Six Decades, Carter Moves to Emerging Part of City",874,346,2018-08-07 06:00:00,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
194078,Q&A: Capital Development Partners Chief John Knox Porter Sees Opportunity for Ports Markets in Post-Panamax World,CoStar Market Insights: Industry Veteran Talks About His Firm's Savannah Port Logistics Center and Outlook for Local Industrial Market,397,52,2018-08-06 14:37:00,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
194079,Cantor Fitzgerald-Rodin JV Acquires Columbus Office Building for $47 Million,"New York-based Buyer and Seller Trade Recently Built, 241,000-SF Office Property Fully Leased to Comenity Servicing",182,336,2018-08-06 10:29:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
194082,Roku Streaming into San Jose With Large Headquarters Lease,"Fast-Growing TV Service Doubling Size of Main Office, Commits to Hunter Properties' Coleman Highline Project",470,240,2018-08-06 10:27:00,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
194083,Multifamily Sales On Pace of Reaching Record High for the Year,"CoStar Analysis Sees Continued Strong Absorption of New Units, Market Fundamentals Softening",808,165,2018-08-06 11:03:00,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
194085,"Trammell Crow Buys Site for 554,000-SF Spec Industrial Project",West 202 Logistics Center in Phoenix Slated to Deliver in 2019,381,336,2018-08-06 11:50:00,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
194090,San Diego Apartment Sales Are Cooling,CoStar Market Insights: Sales Down Considerably in the First Half of 2018,291,182,2018-08-06 08:30:00,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
194091,San Diego Fights to Save Comic-Con Science Fiction and Fantasy Convention,Organizers Plan National Museum as Vote Looms on Expanding Convention Center,677,223,2018-08-06 03:50:00,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
194096,"Popeyes Moving Headquarters to Miami From Atlanta, Reports Say","Chain Was on Office Growth Spurt Until Last Year, Broker Says",364,284,2018-08-06 01:40:00,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
194097,"Edwards-Pitman Environmental Leases 32,350 SF in Cumberland Office Park",Environmental Consultant Signs 10 -Year Deal at 2700 Cumberland Parkway,1,187,2018-07-24 12:54:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
194098,Federal Capital Partners Sells Three-Bldg. Venable Center for $27.3 Million,"Wheelock Street Capital, SLI Capital and Trinity Capital Acquire Former Tobacco Warehouse",10,146,2018-07-23 16:39:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
194099,International Law Firm Signs Long-Term Deal at 1144 Fifteenth Tower,"Faegre Baker Daniels to Occupy 58,000 SF at Hines' Downtown Denver High-Rise Formerly Earmarked for Chipotle's HQ",253,233,2018-08-06 15:47:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
194100,California Investor Pays $9.3M for Colorado Springs Medical Office Bldgs.,DCP Academy Sells Academy Professional Campus,6,49,2018-06-29 17:52:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
194101,University of Pennsylvania Health System Acquires Eastwick Business Center Bldg,Cambridge Hanover Sells Industrial Property for $14.3 Million,47,319,2018-07-31 15:25:00,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
194102,Greystone Hires Managing Directors in Expansion of Houston Office,Lenders Targeting Multifamily as Market's Vacancy Rate Dips Into Single Digits,440,206,2018-08-07 05:44:00,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
194103,Telus Sells Stake in Vancouver Headquarters,"Cap Rates Low in Downtown Market, According to CBRE ",76,145,2018-08-07 11:30:00,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
194104,James Milwood LP Buys Mixed-Use Properties for $5.5M in San Diego County,"Family Trusts Divest 15,000-SF Kensington Mixed-Use Opportunity",38,222,2018-08-01 10:44:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
194105,"Manasseri Joins Walter & Samuels Inc.
",Industry Veteran to Drive Growth for 85-Year Old Real Estate Firm,6,325,2018-08-01 12:24:00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
194106,Trio Joins Lee & Associates,New Six-Person Investment Team Formed,51,95,2018-08-01 16:40:00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
194107,Spaces Commits to Top Three Floors of Newly Renovated Office Building in Downtown D.C.,"Co-working Company Agrees to 49,400-SF Lease at 1441 L St. NW, Will Open Fifth D.C.-Area Location Following Renovation Completion in November",340,304,2018-08-03 17:52:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
194108,Iliad Apartments Trade for $9.1 Million,Private Investor Snags 25-unit Multifamily Complex,39,151,2018-08-02 10:46:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
194109,Square Expands Headquarters Space at 1455 Market,"Mobile Payment Company Agrees to New 104,135-SF Lease with Hudson Pacific Properties",142,125,2018-08-02 12:47:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
194110,"Houston Developer to Build New Industrial Park Near McKinney, Texas' Airport",Project Slated to Move Ahead After Acquisition of 37.65-Acre Tract,202,61,2018-08-06 15:21:00,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
194111,Regional REIT’s £50m bond repays zero dividend preference shares,"Regional REIT, the UK regional office and industrial property focused real estate investment trust, has confirmed that the recent £50m bond issue has begun trading on the London Stock Exchange.",1,158,2018-08-07 07:27:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194112,Picton appoints Nomura’s Maria Bentley as non-exec director,"Picton, the property investment company, has appointed Maria Bentley as a non-executive director with effect from 1 October 2018.",1,158,2018-08-07 08:04:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194113,Infinity SDC leaves Delancey’s Here East campus to make way for V&A expansion,Delancey has signed an agreement with V&A to house their new Collection and Research Centre at the property firm’s Here East innovation campus in Stratford.,0,158,2018-08-07 08:19:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194114,Claus Thomas to succeed Reinhard Mattern as CEO BNP Paribas REIM Germany,"Claus Thomas become the new CEO of BNP Paribas Real Estate Investment Management Germany, succeeding Reinhard Mattern.",1,158,2018-08-07 08:27:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194115,Campbell Gordon moves HQ after 40 years to Reading Bridge House,"Campbell Gordon have relocated to riverside offices at the top of Reading Bridge House, after 40 years at 50 Queens Road and one of the adjoining buildings.",1,158,2018-08-07 08:35:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194116,Duff & Phelps hires Paul Greenhalgh from Eddisons,"Duff & Phelps, the global advisor, has recruited Paul Greenhalgh as a managing director in its real estate advisory group.",1,158,2018-08-07 09:54:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194117,Brookfield’s SACO buys land in Southwark and Dublin’s North Docks in hotel expansion,"SACO Property Group, recently acquired by Brookfield Asset Management, has purchased a further two new sites in Southwark, London and the North Docks, Dublin for the expansion and development of their Locke branded aparthotels.",1,160,2018-08-07 09:59:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194118,Alter Domus has promoted Spencer Wells to lead its expanded UK HQ,Alter Domus has promoted Spencer Wells to lead its expanded UK office in London.,0,158,2018-08-07 10:22:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194119,Regus signs up for 15 years at Clearbell’s speculatively developed Churchill Court,"Clearbell Capital has let 27,309 sq ft to Regus at CC3, Churchill Court in Crawley, following a £4m speculative development programme two years ago.",1,158,2018-08-07 10:28:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194120,BAML returns Devonshire Square to CMBS universe in £261m securitisation,"Bank of America Merrill Lynch (BAML) has launched the securitisation of a five-year senior loan backed by the WeWork minority-owned and occupied sprawling Devonshire Square campus in the City of London, in further evidence of the current attractive economics of CMBS over traditional syndication.",97,158,2018-08-07 14:55:00,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194121,Patrizia raises operating income growth guidance ,"PATRIZIA Immobilien has raised guidance for full year operating income growth to up to €110m, after reporting a 106.6% increase in its operating income to €72.5m in H1, compared to the same period last year.",7,158,2018-08-07 13:14:00,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194122,Arlington Investors completes Brum development,"Arlington Investors has completed its first development, the 492-bed city centre scheme Bagot Street 2 in Birmingham.",0,158,2018-08-07 13:19:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194123,Colliers: Warrington logistics rents soar by almost one third in five years,"A record headline rent of £6.75 per sq ft will be achieved at prime industrial and logistics sites in Warrington by the end of 2018, according to Colliers International.",0,158,2018-08-07 13:24:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194124,Central London flexible workspace rates rose 14% in 2018,"Flexible workspace rates in Central London continued to rise over the last year hitting new highs of £690 per month, an increase of 14% on the year before.",1,158,2018-08-07 13:34:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194125,CoStar’s Q2 2018 UK Commercial Property Investment Report: Hot in the City,"Investment in UK commercial property picked up in Q2 2018, albeit driven heavily by Far Eastern spending on City of London offices, according to CoStar’s newly released investment report.",34,255,2018-08-07 13:36:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194126,Cain International leads £9m investment to fund AllBright,"Cain International has led a £9m funding round to enable the global expansion of AllBright, the members’ clubs and digital academy that connect professional women.",0,162,2018-08-07 13:41:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194127,European investment down 8% in H1 to €68.8bn,"Total real estate investment in Europe reached €68.8bn in Q2 2018, representing a small decrease of 8% on the same period last year, according to CBRE.",7,162,2018-08-07 13:51:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194128,Drum submits Leith Walk plans,"A significant section of Leith Walk in Edinburgh is set to be redeveloped into a residential, student and visitor quarter following a major planning application submitted by Drum Property Group.",4,162,2018-08-07 14:05:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194129,FRT wins Isleworth planning,"FRT Developments, advised by Carter Jonas, has secured planning for 23 additional apartments at 71 St Johns Road in Isleworth from The London Borough of Hounslow.",1,162,2018-08-07 14:08:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194130,Wilkinson Returns to Atlanta's Buford Highway for More Apartments,Washington State Investor Pays $50 Million for Three Older Multifamily Communities,155,346,2018-08-07 09:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
194131,"Site Clearing Underway for Duke Realty's New 78,000-SF HQ in Indianapolis",8711 at River North Slated for Delivery in Late 2019,201,336,2018-08-07 09:32:00,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194132,Frasers Property closes £67.7m Maxis buy,Frasers Property has completed its acquisition of Maxis business park in Bracknell for £67.73m.,34,162,2018-08-07 14:34:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194133,"Bain Capital launches 60,000 sq ft West End HQ hunt","Alternative asset firm Bain Capital has launched a search for a new headquarters building in London’s West End of 60,000 sq ft, CoStar News can reveal.",58,162,2018-08-07 14:55:00,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194134,Ebex Holdings Buys Two Adjacent Apartment Complexes in Winston-Salem for $14.8 Million,Douthit and Co. Divests 336-Unit Multifamily Portfolio,31,89,2018-08-06 10:03:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
194135,New York Investment Firm Buys 286-Unit Luxury Apt. Complex Near Phoenix,The Blackstone Group Pays $64.4 Million for Velaire at Aspera,125,292,2018-08-07 10:09:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
194136,Centerpoint Plaza Sale Extends Recent Wave of Office Deals in Northern San Diego,New York Life Sells Carlsbad Property for $26.8M,506,223,2018-08-07 11:11:00,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
194137,Atlantic | Pacific Properties Expands Atlanta Portfolio to 21 Properties with Latest Investment,Miami Firm Completes Deal to Acquire 266-Unit The Pointe at Preston Ridge in Alpharetta,6,90,2018-07-19 12:56:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
194138,Las Vegas Apartment Development Continues to Thrive,CoStar Market Insights:  Southern Beltway Continues as Focus of Construction,379,234,2018-08-07 10:20:00,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
